| distributed init (rank 1): env://
dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: online_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-online_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: online_vq_refinement_False
saver_name_pre: online_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -1.9611, rec_loss 0.0274, lpips_loss 0.2688, g_loss -0.1617, disc_weight 0.4000, disc_adaptive_weight 13.6120, d_loss 2.3744, logits_real 0.1243, logits_fake 0.1583,
Train Epoch: [1/5] Iters:[5590/20018] gen_loss 0.2241, rec_loss 0.0322, lpips_loss 0.2477, g_loss -0.0161, disc_weight 0.4000, disc_adaptive_weight 3.4825, d_loss 0.4009, logits_real 0.0193, logits_fake 0.0161,
Train Epoch: [1/5] Iters:[5600/20018] gen_loss 0.2223, rec_loss 0.0325, lpips_loss 0.2468, g_loss -0.0159, disc_weight 0.4000, disc_adaptive_weight 3.6096, d_loss 0.4009, logits_real 0.0190, logits_fake 0.0158,
Train Epoch: [1/5] Iters:[5610/20018] gen_loss 0.2240, rec_loss 0.0337, lpips_loss 0.2502, g_loss -0.0162, disc_weight 0.4000, disc_adaptive_weight 3.7287, d_loss 0.4009, logits_real 0.0191, logits_fake 0.0159,
Train Epoch: [1/5] Iters:[5620/20018] gen_loss 0.2235, rec_loss 0.0335, lpips_loss 0.2505, g_loss -0.0159, disc_weight 0.4000, disc_adaptive_weight 3.8351, d_loss 0.4009, logits_real 0.0188, logits_fake 0.0158,
Train Epoch: [1/5] Iters:[5630/20018] gen_loss 0.2180, rec_loss 0.0338, lpips_loss 0.2500, g_loss -0.0158, disc_weight 0.4000, disc_adaptive_weight 4.1954, d_loss 0.4010, logits_real 0.0188, logits_fake 0.0160,
Train Epoch: [1/5] Iters:[5640/20018] gen_loss 0.2165, rec_loss 0.0344, lpips_loss 0.2498, g_loss -0.0163, disc_weight 0.4000, disc_adaptive_weight 4.1922, d_loss 0.4010, logits_real 0.0192, logits_fake 0.0163,
Train Epoch: [1/5] Iters:[5650/20018] gen_loss 0.2142, rec_loss 0.0340, lpips_loss 0.2496, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 4.2944, d_loss 0.4009, logits_real 0.0195, logits_fake 0.0164,
Train Epoch: [1/5] Iters:[5660/20018] gen_loss 0.2147, rec_loss 0.0339, lpips_loss 0.2482, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 4.1605, d_loss 0.4010, logits_real 0.0194, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[5670/20018] gen_loss 0.2180, rec_loss 0.0340, lpips_loss 0.2484, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.9117, d_loss 0.4009, logits_real 0.0195, logits_fake 0.0166,
Train Epoch: [1/5] Iters:[5680/20018] gen_loss 0.2225, rec_loss 0.0335, lpips_loss 0.2485, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.6141, d_loss 0.4009, logits_real 0.0196, logits_fake 0.0164,
Train Epoch: [1/5] Iters:[5690/20018] gen_loss 0.2214, rec_loss 0.0328, lpips_loss 0.2478, g_loss -0.0165, disc_weight 0.4000, disc_adaptive_weight 3.6010, d_loss 0.4008, logits_real 0.0196, logits_fake 0.0162,
Train Epoch: [1/5] Iters:[5700/20018] gen_loss 0.2224, rec_loss 0.0325, lpips_loss 0.2479, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 3.4852, d_loss 0.4009, logits_real 0.0195, logits_fake 0.0164,
Train Epoch: [1/5] Iters:[5710/20018] gen_loss 0.2239, rec_loss 0.0324, lpips_loss 0.2494, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 3.4699, d_loss 0.4009, logits_real 0.0197, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[5720/20018] gen_loss 0.2231, rec_loss 0.0327, lpips_loss 0.2501, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 3.5840, d_loss 0.4009, logits_real 0.0199, logits_fake 0.0171,
Train Epoch: [1/5] Iters:[5730/20018] gen_loss 0.2236, rec_loss 0.0328, lpips_loss 0.2493, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.4545, d_loss 0.4010, logits_real 0.0198, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[5740/20018] gen_loss 0.2248, rec_loss 0.0325, lpips_loss 0.2483, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.3097, d_loss 0.4010, logits_real 0.0197, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[5750/20018] gen_loss 0.2260, rec_loss 0.0329, lpips_loss 0.2480, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 3.2063, d_loss 0.4010, logits_real 0.0200, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[5760/20018] gen_loss 0.2257, rec_loss 0.0330, lpips_loss 0.2473, g_loss -0.0172, disc_weight 0.4000, disc_adaptive_weight 3.1919, d_loss 0.4009, logits_real 0.0203, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[5770/20018] gen_loss 0.2246, rec_loss 0.0323, lpips_loss 0.2464, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.0963, d_loss 0.4008, logits_real 0.0204, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[5780/20018] gen_loss 0.2258, rec_loss 0.0323, lpips_loss 0.2482, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.1200, d_loss 0.4008, logits_real 0.0209, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[5790/20018] gen_loss 0.2246, rec_loss 0.0324, lpips_loss 0.2487, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.2158, d_loss 0.4008, logits_real 0.0211, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[5800/20018] gen_loss 0.2221, rec_loss 0.0321, lpips_loss 0.2491, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.3514, d_loss 0.4008, logits_real 0.0213, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[5810/20018] gen_loss 0.2199, rec_loss 0.0315, lpips_loss 0.2483, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.3742, d_loss 0.4009, logits_real 0.0210, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[5820/20018] gen_loss 0.2200, rec_loss 0.0318, lpips_loss 0.2477, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.3939, d_loss 0.4009, logits_real 0.0209, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[5830/20018] gen_loss 0.2186, rec_loss 0.0318, lpips_loss 0.2475, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.5665, d_loss 0.4009, logits_real 0.0204, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[5840/20018] gen_loss 0.2187, rec_loss 0.0320, lpips_loss 0.2480, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.6363, d_loss 0.4009, logits_real 0.0199, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[5850/20018] gen_loss 0.2217, rec_loss 0.0321, lpips_loss 0.2493, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.6105, d_loss 0.4009, logits_real 0.0194, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[5860/20018] gen_loss 0.2243, rec_loss 0.0325, lpips_loss 0.2495, g_loss -0.0162, disc_weight 0.4000, disc_adaptive_weight 3.5676, d_loss 0.4008, logits_real 0.0193, logits_fake 0.0163,
Train Epoch: [1/5] Iters:[5870/20018] gen_loss 0.2249, rec_loss 0.0327, lpips_loss 0.2503, g_loss -0.0162, disc_weight 0.4000, disc_adaptive_weight 3.6179, d_loss 0.4008, logits_real 0.0191, logits_fake 0.0162,
Train Epoch: [1/5] Iters:[5880/20018] gen_loss 0.2238, rec_loss 0.0327, lpips_loss 0.2492, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 3.5663, d_loss 0.4008, logits_real 0.0192, logits_fake 0.0160,
Train Epoch: [1/5] Iters:[5890/20018] gen_loss 0.2254, rec_loss 0.0325, lpips_loss 0.2491, g_loss -0.0163, disc_weight 0.4000, disc_adaptive_weight 3.4737, d_loss 0.4007, logits_real 0.0192, logits_fake 0.0159,
Train Epoch: [1/5] Iters:[5900/20018] gen_loss 0.2255, rec_loss 0.0325, lpips_loss 0.2486, g_loss -0.0162, disc_weight 0.4000, disc_adaptive_weight 3.4402, d_loss 0.4008, logits_real 0.0191, logits_fake 0.0160,
Train Epoch: [1/5] Iters:[5910/20018] gen_loss 0.2249, rec_loss 0.0330, lpips_loss 0.2499, g_loss -0.0162, disc_weight 0.4000, disc_adaptive_weight 3.5971, d_loss 0.4008, logits_real 0.0192, logits_fake 0.0161,
Train Epoch: [1/5] Iters:[5920/20018] gen_loss 0.2243, rec_loss 0.0330, lpips_loss 0.2500, g_loss -0.0163, disc_weight 0.4000, disc_adaptive_weight 3.6210, d_loss 0.4007, logits_real 0.0194, logits_fake 0.0161,
Train Epoch: [1/5] Iters:[5930/20018] gen_loss 0.2220, rec_loss 0.0325, lpips_loss 0.2496, g_loss -0.0165, disc_weight 0.4000, disc_adaptive_weight 3.6773, d_loss 0.4007, logits_real 0.0196, logits_fake 0.0162,
Train Epoch: [1/5] Iters:[5940/20018] gen_loss 0.2226, rec_loss 0.0335, lpips_loss 0.2511, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 3.7517, d_loss 0.4008, logits_real 0.0198, logits_fake 0.0166,
Train Epoch: [1/5] Iters:[5950/20018] gen_loss 0.2199, rec_loss 0.0335, lpips_loss 0.2503, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.8934, d_loss 0.4008, logits_real 0.0199, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[5960/20018] gen_loss 0.2196, rec_loss 0.0334, lpips_loss 0.2493, g_loss -0.0169, disc_weight 0.4000, disc_adaptive_weight 3.7871, d_loss 0.4008, logits_real 0.0199, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[5970/20018] gen_loss 0.2196, rec_loss 0.0333, lpips_loss 0.2498, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 3.8374, d_loss 0.4009, logits_real 0.0194, logits_fake 0.0168,
Train Epoch: [1/5] Iters:[5980/20018] gen_loss 0.2229, rec_loss 0.0340, lpips_loss 0.2506, g_loss -0.0169, disc_weight 0.4000, disc_adaptive_weight 3.6927, d_loss 0.4010, logits_real 0.0192, logits_fake 0.0171,
Train Epoch: [1/5] Iters:[5990/20018] gen_loss 0.2221, rec_loss 0.0332, lpips_loss 0.2498, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 3.6715, d_loss 0.4010, logits_real 0.0190, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[6000/20018] gen_loss 0.2237, rec_loss 0.0328, lpips_loss 0.2489, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.4575, d_loss 0.4010, logits_real 0.0191, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[6010/20018] gen_loss 0.2230, rec_loss 0.0324, lpips_loss 0.2481, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.4148, d_loss 0.4010, logits_real 0.0191, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[6020/20018] gen_loss 0.2232, rec_loss 0.0322, lpips_loss 0.2472, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.3093, d_loss 0.4010, logits_real 0.0192, logits_fake 0.0171,
Train Epoch: [1/5] Iters:[6030/20018] gen_loss 0.2235, rec_loss 0.0319, lpips_loss 0.2462, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 3.2606, d_loss 0.4009, logits_real 0.0192, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[6040/20018] gen_loss 0.2261, rec_loss 0.0317, lpips_loss 0.2456, g_loss -0.0165, disc_weight 0.4000, disc_adaptive_weight 3.0970, d_loss 0.4009, logits_real 0.0192, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[6050/20018] gen_loss 0.2271, rec_loss 0.0320, lpips_loss 0.2474, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 3.1990, d_loss 0.4008, logits_real 0.0193, logits_fake 0.0166,
Train Epoch: [1/5] Iters:[6060/20018] gen_loss 0.2290, rec_loss 0.0324, lpips_loss 0.2484, g_loss -0.0163, disc_weight 0.4000, disc_adaptive_weight 3.1935, d_loss 0.4008, logits_real 0.0195, logits_fake 0.0166,
Train Epoch: [1/5] Iters:[6070/20018] gen_loss 0.2260, rec_loss 0.0326, lpips_loss 0.2488, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.3507, d_loss 0.4008, logits_real 0.0198, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[6080/20018] gen_loss 0.2228, rec_loss 0.0329, lpips_loss 0.2497, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 3.5582, d_loss 0.4008, logits_real 0.0202, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[6090/20018] gen_loss 0.2167, rec_loss 0.0329, lpips_loss 0.2486, g_loss -0.0174, disc_weight 0.4000, disc_adaptive_weight 3.7477, d_loss 0.4008, logits_real 0.0203, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[6100/20018] gen_loss 0.2147, rec_loss 0.0327, lpips_loss 0.2474, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.7165, d_loss 0.4008, logits_real 0.0202, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[6110/20018] gen_loss 0.2151, rec_loss 0.0327, lpips_loss 0.2485, g_loss -0.0174, disc_weight 0.4000, disc_adaptive_weight 3.8131, d_loss 0.4009, logits_real 0.0198, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[6120/20018] gen_loss 0.2140, rec_loss 0.0325, lpips_loss 0.2475, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.8801, d_loss 0.4008, logits_real 0.0197, logits_fake 0.0170,
Train Epoch: [1/5] Iters:[6130/20018] gen_loss 0.2147, rec_loss 0.0323, lpips_loss 0.2477, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.8437, d_loss 0.4008, logits_real 0.0194, logits_fake 0.0166,
Train Epoch: [1/5] Iters:[6140/20018] gen_loss 0.2175, rec_loss 0.0324, lpips_loss 0.2485, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 3.7993, d_loss 0.4009, logits_real 0.0192, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[6150/20018] gen_loss 0.2186, rec_loss 0.0331, lpips_loss 0.2488, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 3.7718, d_loss 0.4009, logits_real 0.0194, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[6160/20018] gen_loss 0.2170, rec_loss 0.0330, lpips_loss 0.2469, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 3.6563, d_loss 0.4008, logits_real 0.0196, logits_fake 0.0171,
Train Epoch: [1/5] Iters:[6170/20018] gen_loss 0.2202, rec_loss 0.0327, lpips_loss 0.2475, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.4139, d_loss 0.4008, logits_real 0.0198, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[6180/20018] gen_loss 0.2189, rec_loss 0.0329, lpips_loss 0.2474, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.4252, d_loss 0.4008, logits_real 0.0203, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[6190/20018] gen_loss 0.2177, rec_loss 0.0328, lpips_loss 0.2476, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.4642, d_loss 0.4008, logits_real 0.0207, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[6200/20018] gen_loss 0.2189, rec_loss 0.0327, lpips_loss 0.2486, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.4612, d_loss 0.4007, logits_real 0.0206, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[6210/20018] gen_loss 0.2183, rec_loss 0.0324, lpips_loss 0.2486, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.4933, d_loss 0.4008, logits_real 0.0206, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[6220/20018] gen_loss 0.2199, rec_loss 0.0328, lpips_loss 0.2488, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.4373, d_loss 0.4008, logits_real 0.0209, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[6230/20018] gen_loss 0.2197, rec_loss 0.0321, lpips_loss 0.2477, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.3600, d_loss 0.4008, logits_real 0.0208, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[6240/20018] gen_loss 0.2192, rec_loss 0.0323, lpips_loss 0.2483, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.3470, d_loss 0.4008, logits_real 0.0210, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[6250/20018] gen_loss 0.2149, rec_loss 0.0323, lpips_loss 0.2472, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.5072, d_loss 0.4008, logits_real 0.0214, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[6260/20018] gen_loss 0.2144, rec_loss 0.0325, lpips_loss 0.2486, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.5946, d_loss 0.4007, logits_real 0.0216, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[6270/20018] gen_loss 0.2125, rec_loss 0.0325, lpips_loss 0.2483, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.6701, d_loss 0.4007, logits_real 0.0213, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[6280/20018] gen_loss 0.2129, rec_loss 0.0329, lpips_loss 0.2479, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.6837, d_loss 0.4007, logits_real 0.0212, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[6290/20018] gen_loss 0.2139, rec_loss 0.0322, lpips_loss 0.2465, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.5644, d_loss 0.4008, logits_real 0.0212, logits_fake 0.0184,
Train Epoch: [1/5] Iters:[6300/20018] gen_loss 0.2167, rec_loss 0.0323, lpips_loss 0.2468, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.3884, d_loss 0.4007, logits_real 0.0213, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[6310/20018] gen_loss 0.2182, rec_loss 0.0323, lpips_loss 0.2467, g_loss -0.0182, disc_weight 0.4000, disc_adaptive_weight 3.3570, d_loss 0.4007, logits_real 0.0213, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[6320/20018] gen_loss 0.2183, rec_loss 0.0325, lpips_loss 0.2470, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.4823, d_loss 0.4007, logits_real 0.0212, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[6330/20018] gen_loss 0.2197, rec_loss 0.0323, lpips_loss 0.2471, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.4436, d_loss 0.4007, logits_real 0.0208, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[6340/20018] gen_loss 0.2206, rec_loss 0.0324, lpips_loss 0.2472, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.4767, d_loss 0.4007, logits_real 0.0205, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[6350/20018] gen_loss 0.2196, rec_loss 0.0320, lpips_loss 0.2466, g_loss -0.0168, disc_weight 0.4000, disc_adaptive_weight 3.5280, d_loss 0.4007, logits_real 0.0200, logits_fake 0.0171,
Train Epoch: [1/5] Iters:[6360/20018] gen_loss 0.2187, rec_loss 0.0321, lpips_loss 0.2460, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.5079, d_loss 0.4007, logits_real 0.0202, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[6370/20018] gen_loss 0.2194, rec_loss 0.0320, lpips_loss 0.2462, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.3795, d_loss 0.4007, logits_real 0.0207, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[6380/20018] gen_loss 0.2185, rec_loss 0.0322, lpips_loss 0.2471, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.4385, d_loss 0.4007, logits_real 0.0212, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[6390/20018] gen_loss 0.2128, rec_loss 0.0331, lpips_loss 0.2469, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.6739, d_loss 0.4007, logits_real 0.0216, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[6400/20018] gen_loss 0.2124, rec_loss 0.0334, lpips_loss 0.2475, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.6636, d_loss 0.4007, logits_real 0.0220, logits_fake 0.0191,
Train Epoch: [1/5] Iters:[6410/20018] gen_loss 0.2106, rec_loss 0.0325, lpips_loss 0.2467, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.6279, d_loss 0.4007, logits_real 0.0220, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[6420/20018] gen_loss 0.2077, rec_loss 0.0324, lpips_loss 0.2459, g_loss -0.0192, disc_weight 0.4000, disc_adaptive_weight 3.6879, d_loss 0.4007, logits_real 0.0220, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[6430/20018] gen_loss 0.2072, rec_loss 0.0324, lpips_loss 0.2450, g_loss -0.0193, disc_weight 0.4000, disc_adaptive_weight 3.6421, d_loss 0.4007, logits_real 0.0219, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[6440/20018] gen_loss 0.2107, rec_loss 0.0326, lpips_loss 0.2457, g_loss -0.0192, disc_weight 0.4000, disc_adaptive_weight 3.5434, d_loss 0.4007, logits_real 0.0219, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[6450/20018] gen_loss 0.2099, rec_loss 0.0322, lpips_loss 0.2459, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.5996, d_loss 0.4006, logits_real 0.0219, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[6460/20018] gen_loss 0.2099, rec_loss 0.0323, lpips_loss 0.2468, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.6909, d_loss 0.4007, logits_real 0.0217, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[6470/20018] gen_loss 0.2116, rec_loss 0.0325, lpips_loss 0.2481, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.7300, d_loss 0.4006, logits_real 0.0215, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[6480/20018] gen_loss 0.2105, rec_loss 0.0323, lpips_loss 0.2484, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.7622, d_loss 0.4007, logits_real 0.0216, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[6490/20018] gen_loss 0.2122, rec_loss 0.0322, lpips_loss 0.2488, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.6339, d_loss 0.4007, logits_real 0.0218, logits_fake 0.0191,
Train Epoch: [1/5] Iters:[6500/20018] gen_loss 0.2127, rec_loss 0.0329, lpips_loss 0.2499, g_loss -0.0192, disc_weight 0.4000, disc_adaptive_weight 3.6467, d_loss 0.4007, logits_real 0.0224, logits_fake 0.0195,
Train Epoch: [1/5] Iters:[6510/20018] gen_loss 0.2109, rec_loss 0.0328, lpips_loss 0.2484, g_loss -0.0193, disc_weight 0.4000, disc_adaptive_weight 3.6382, d_loss 0.4007, logits_real 0.0226, logits_fake 0.0195,
Train Epoch: [1/5] Iters:[6520/20018] gen_loss 0.2099, rec_loss 0.0324, lpips_loss 0.2467, g_loss -0.0193, disc_weight 0.4000, disc_adaptive_weight 3.5924, d_loss 0.4006, logits_real 0.0227, logits_fake 0.0194,
Train Epoch: [1/5] Iters:[6530/20018] gen_loss 0.2124, rec_loss 0.0329, lpips_loss 0.2476, g_loss -0.0192, disc_weight 0.4000, disc_adaptive_weight 3.5530, d_loss 0.4006, logits_real 0.0227, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[6540/20018] gen_loss 0.2099, rec_loss 0.0321, lpips_loss 0.2462, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.6362, d_loss 0.4005, logits_real 0.0224, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[6550/20018] gen_loss 0.2101, rec_loss 0.0319, lpips_loss 0.2453, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.6288, d_loss 0.4007, logits_real 0.0218, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[6560/20018] gen_loss 0.2150, rec_loss 0.0334, lpips_loss 0.2477, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.5909, d_loss 0.4008, logits_real 0.0217, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[6570/20018] gen_loss 0.2190, rec_loss 0.0342, lpips_loss 0.2504, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.5593, d_loss 0.4008, logits_real 0.0218, logits_fake 0.0191,
