dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False
saver_name_pre: wasserstein_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.7751, rec_loss 0.0235, lpips_loss 0.2106, g_loss 0.2084, disc_weight 0.4000, disc_adaptive_weight 2.5924, d_loss 2.5974, logits_real -0.2038, logits_fake -0.2154,
Train Epoch: [1/5] Iters:[2620/20018] gen_loss 0.3188, rec_loss 0.0247, lpips_loss 0.2013, g_loss 0.0295, disc_weight 0.4000, disc_adaptive_weight 3.1483, d_loss 0.4042, logits_real -0.0281, logits_fake -0.0296,
Train Epoch: [1/5] Iters:[2630/20018] gen_loss 0.3190, rec_loss 0.0250, lpips_loss 0.2006, g_loss 0.0296, disc_weight 0.4000, disc_adaptive_weight 3.1572, d_loss 0.4042, logits_real -0.0283, logits_fake -0.0299,
Train Epoch: [1/5] Iters:[2640/20018] gen_loss 0.3177, rec_loss 0.0248, lpips_loss 0.2007, g_loss 0.0297, disc_weight 0.4000, disc_adaptive_weight 3.1044, d_loss 0.4042, logits_real -0.0285, logits_fake -0.0300,
Train Epoch: [1/5] Iters:[2650/20018] gen_loss 0.3195, rec_loss 0.0250, lpips_loss 0.2007, g_loss 0.0296, disc_weight 0.4000, disc_adaptive_weight 3.1633, d_loss 0.4042, logits_real -0.0284, logits_fake -0.0299,
Train Epoch: [1/5] Iters:[2660/20018] gen_loss 0.3201, rec_loss 0.0254, lpips_loss 0.2010, g_loss 0.0295, disc_weight 0.4000, disc_adaptive_weight 3.1605, d_loss 0.4041, logits_real -0.0282, logits_fake -0.0298,
Train Epoch: [1/5] Iters:[2670/20018] gen_loss 0.3170, rec_loss 0.0257, lpips_loss 0.2014, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.0609, d_loss 0.4041, logits_real -0.0279, logits_fake -0.0294,
Train Epoch: [1/5] Iters:[2680/20018] gen_loss 0.3164, rec_loss 0.0257, lpips_loss 0.2021, g_loss 0.0288, disc_weight 0.4000, disc_adaptive_weight 3.0582, d_loss 0.4041, logits_real -0.0274, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[2690/20018] gen_loss 0.3162, rec_loss 0.0256, lpips_loss 0.2011, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 3.1076, d_loss 0.4041, logits_real -0.0271, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[2700/20018] gen_loss 0.3162, rec_loss 0.0256, lpips_loss 0.2014, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.1235, d_loss 0.4040, logits_real -0.0269, logits_fake -0.0284,
Train Epoch: [1/5] Iters:[2710/20018] gen_loss 0.3130, rec_loss 0.0256, lpips_loss 0.2017, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.0338, d_loss 0.4041, logits_real -0.0269, logits_fake -0.0280,
Train Epoch: [1/5] Iters:[2720/20018] gen_loss 0.3146, rec_loss 0.0255, lpips_loss 0.2016, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.0962, d_loss 0.4040, logits_real -0.0269, logits_fake -0.0281,
Train Epoch: [1/5] Iters:[2730/20018] gen_loss 0.3168, rec_loss 0.0253, lpips_loss 0.2016, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.1812, d_loss 0.4039, logits_real -0.0270, logits_fake -0.0282,
Train Epoch: [1/5] Iters:[2740/20018] gen_loss 0.3206, rec_loss 0.0254, lpips_loss 0.2026, g_loss 0.0277, disc_weight 0.4000, disc_adaptive_weight 3.3357, d_loss 0.4039, logits_real -0.0267, logits_fake -0.0280,
Train Epoch: [1/5] Iters:[2750/20018] gen_loss 0.3273, rec_loss 0.0261, lpips_loss 0.2049, g_loss 0.0275, disc_weight 0.4000, disc_adaptive_weight 3.4980, d_loss 0.4039, logits_real -0.0263, logits_fake -0.0275,
Train Epoch: [1/5] Iters:[2760/20018] gen_loss 0.3328, rec_loss 0.0262, lpips_loss 0.2051, g_loss 0.0275, disc_weight 0.4000, disc_adaptive_weight 3.6932, d_loss 0.4039, logits_real -0.0261, logits_fake -0.0274,
Train Epoch: [1/5] Iters:[2770/20018] gen_loss 0.3291, rec_loss 0.0259, lpips_loss 0.2038, g_loss 0.0272, disc_weight 0.4000, disc_adaptive_weight 3.6451, d_loss 0.4039, logits_real -0.0260, logits_fake -0.0272,
Train Epoch: [1/5] Iters:[2780/20018] gen_loss 0.3278, rec_loss 0.0262, lpips_loss 0.2045, g_loss 0.0269, disc_weight 0.4000, disc_adaptive_weight 3.6001, d_loss 0.4040, logits_real -0.0256, logits_fake -0.0267,
Train Epoch: [1/5] Iters:[2790/20018] gen_loss 0.3204, rec_loss 0.0258, lpips_loss 0.2033, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.4015, d_loss 0.4040, logits_real -0.0256, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[2800/20018] gen_loss 0.3093, rec_loss 0.0252, lpips_loss 0.2012, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.1043, d_loss 0.4039, logits_real -0.0256, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[2810/20018] gen_loss 0.3072, rec_loss 0.0251, lpips_loss 0.1999, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.0984, d_loss 0.4039, logits_real -0.0254, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[2820/20018] gen_loss 0.3107, rec_loss 0.0256, lpips_loss 0.2014, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.1573, d_loss 0.4038, logits_real -0.0253, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[2830/20018] gen_loss 0.3083, rec_loss 0.0254, lpips_loss 0.2012, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.0929, d_loss 0.4037, logits_real -0.0251, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[2840/20018] gen_loss 0.3116, rec_loss 0.0265, lpips_loss 0.2030, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.1279, d_loss 0.4037, logits_real -0.0248, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[2850/20018] gen_loss 0.3134, rec_loss 0.0264, lpips_loss 0.2011, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.3051, d_loss 0.4036, logits_real -0.0246, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[2860/20018] gen_loss 0.3132, rec_loss 0.0266, lpips_loss 0.2023, g_loss 0.0256, disc_weight 0.4000, disc_adaptive_weight 3.2860, d_loss 0.4036, logits_real -0.0243, logits_fake -0.0257,
Train Epoch: [1/5] Iters:[2870/20018] gen_loss 0.3107, rec_loss 0.0268, lpips_loss 0.2028, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2112, d_loss 0.4035, logits_real -0.0238, logits_fake -0.0253,
Train Epoch: [1/5] Iters:[2880/20018] gen_loss 0.3091, rec_loss 0.0266, lpips_loss 0.2017, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2062, d_loss 0.4035, logits_real -0.0237, logits_fake -0.0253,
Train Epoch: [1/5] Iters:[2890/20018] gen_loss 0.3097, rec_loss 0.0261, lpips_loss 0.2008, g_loss 0.0251, disc_weight 0.4000, disc_adaptive_weight 3.2859, d_loss 0.4035, logits_real -0.0239, logits_fake -0.0252,
Train Epoch: [1/5] Iters:[2900/20018] gen_loss 0.3124, rec_loss 0.0262, lpips_loss 0.2025, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2972, d_loss 0.4035, logits_real -0.0239, logits_fake -0.0252,
Train Epoch: [1/5] Iters:[2910/20018] gen_loss 0.3137, rec_loss 0.0260, lpips_loss 0.2017, g_loss 0.0255, disc_weight 0.4000, disc_adaptive_weight 3.3510, d_loss 0.4035, logits_real -0.0240, logits_fake -0.0253,
Train Epoch: [1/5] Iters:[2920/20018] gen_loss 0.3188, rec_loss 0.0259, lpips_loss 0.2023, g_loss 0.0257, disc_weight 0.4000, disc_adaptive_weight 3.4903, d_loss 0.4035, logits_real -0.0243, logits_fake -0.0257,
Train Epoch: [1/5] Iters:[2930/20018] gen_loss 0.3186, rec_loss 0.0264, lpips_loss 0.2028, g_loss 0.0258, disc_weight 0.4000, disc_adaptive_weight 3.4427, d_loss 0.4034, logits_real -0.0246, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[2940/20018] gen_loss 0.3173, rec_loss 0.0260, lpips_loss 0.2029, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.3727, d_loss 0.4034, logits_real -0.0245, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[2950/20018] gen_loss 0.3214, rec_loss 0.0264, lpips_loss 0.2030, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.4902, d_loss 0.4034, logits_real -0.0248, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[2960/20018] gen_loss 0.3196, rec_loss 0.0270, lpips_loss 0.2030, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.3818, d_loss 0.4034, logits_real -0.0251, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[2970/20018] gen_loss 0.3145, rec_loss 0.0266, lpips_loss 0.2012, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.2560, d_loss 0.4034, logits_real -0.0253, logits_fake -0.0267,
Train Epoch: [1/5] Iters:[2980/20018] gen_loss 0.3146, rec_loss 0.0267, lpips_loss 0.2022, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.2325, d_loss 0.4034, logits_real -0.0252, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[2990/20018] gen_loss 0.3167, rec_loss 0.0269, lpips_loss 0.2018, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.3084, d_loss 0.4034, logits_real -0.0252, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3000/20018] gen_loss 0.3099, rec_loss 0.0266, lpips_loss 0.2019, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.0756, d_loss 0.4033, logits_real -0.0249, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3010/20018] gen_loss 0.3094, rec_loss 0.0262, lpips_loss 0.2023, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.0823, d_loss 0.4033, logits_real -0.0246, logits_fake -0.0260,
Train Epoch: [1/5] Iters:[3020/20018] gen_loss 0.3092, rec_loss 0.0265, lpips_loss 0.2026, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.0709, d_loss 0.4033, logits_real -0.0242, logits_fake -0.0257,
Train Epoch: [1/5] Iters:[3030/20018] gen_loss 0.3150, rec_loss 0.0263, lpips_loss 0.2028, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.2735, d_loss 0.4034, logits_real -0.0242, logits_fake -0.0254,
Train Epoch: [1/5] Iters:[3040/20018] gen_loss 0.3145, rec_loss 0.0267, lpips_loss 0.2034, g_loss 0.0259, disc_weight 0.4000, disc_adaptive_weight 3.2546, d_loss 0.4034, logits_real -0.0240, logits_fake -0.0253,
Train Epoch: [1/5] Iters:[3050/20018] gen_loss 0.3179, rec_loss 0.0271, lpips_loss 0.2042, g_loss 0.0259, disc_weight 0.4000, disc_adaptive_weight 3.3339, d_loss 0.4034, logits_real -0.0241, logits_fake -0.0253,
Train Epoch: [1/5] Iters:[3060/20018] gen_loss 0.3167, rec_loss 0.0274, lpips_loss 0.2046, g_loss 0.0259, disc_weight 0.4000, disc_adaptive_weight 3.2609, d_loss 0.4033, logits_real -0.0243, logits_fake -0.0256,
Train Epoch: [1/5] Iters:[3070/20018] gen_loss 0.3192, rec_loss 0.0268, lpips_loss 0.2045, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.3462, d_loss 0.4032, logits_real -0.0247, logits_fake -0.0260,
Train Epoch: [1/5] Iters:[3080/20018] gen_loss 0.3147, rec_loss 0.0265, lpips_loss 0.2039, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.1778, d_loss 0.4032, logits_real -0.0251, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[3090/20018] gen_loss 0.3182, rec_loss 0.0266, lpips_loss 0.2052, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.2141, d_loss 0.4031, logits_real -0.0255, logits_fake -0.0270,
Train Epoch: [1/5] Iters:[3100/20018] gen_loss 0.3182, rec_loss 0.0260, lpips_loss 0.2038, g_loss 0.0270, disc_weight 0.4000, disc_adaptive_weight 3.2560, d_loss 0.4031, logits_real -0.0258, logits_fake -0.0272,
Train Epoch: [1/5] Iters:[3110/20018] gen_loss 0.3184, rec_loss 0.0257, lpips_loss 0.2024, g_loss 0.0272, disc_weight 0.4000, disc_adaptive_weight 3.3122, d_loss 0.4031, logits_real -0.0260, logits_fake -0.0273,
Train Epoch: [1/5] Iters:[3120/20018] gen_loss 0.3161, rec_loss 0.0259, lpips_loss 0.2019, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.2477, d_loss 0.4031, logits_real -0.0259, logits_fake -0.0273,
Train Epoch: [1/5] Iters:[3130/20018] gen_loss 0.3169, rec_loss 0.0258, lpips_loss 0.2005, g_loss 0.0270, disc_weight 0.4000, disc_adaptive_weight 3.3543, d_loss 0.4031, logits_real -0.0258, logits_fake -0.0269,
Train Epoch: [1/5] Iters:[3140/20018] gen_loss 0.3117, rec_loss 0.0255, lpips_loss 0.1989, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.2577, d_loss 0.4031, logits_real -0.0254, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3150/20018] gen_loss 0.3108, rec_loss 0.0260, lpips_loss 0.1996, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.1970, d_loss 0.4030, logits_real -0.0252, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[3160/20018] gen_loss 0.3115, rec_loss 0.0261, lpips_loss 0.2000, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.2068, d_loss 0.4030, logits_real -0.0251, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[3170/20018] gen_loss 0.3188, rec_loss 0.0262, lpips_loss 0.2002, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.4851, d_loss 0.4030, logits_real -0.0250, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[3180/20018] gen_loss 0.3241, rec_loss 0.0262, lpips_loss 0.2014, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.6418, d_loss 0.4029, logits_real -0.0249, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3190/20018] gen_loss 0.3277, rec_loss 0.0267, lpips_loss 0.2029, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.7037, d_loss 0.4029, logits_real -0.0250, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3200/20018] gen_loss 0.3246, rec_loss 0.0265, lpips_loss 0.2027, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.6269, d_loss 0.4029, logits_real -0.0249, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3210/20018] gen_loss 0.3265, rec_loss 0.0266, lpips_loss 0.2047, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.6458, d_loss 0.4029, logits_real -0.0246, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[3220/20018] gen_loss 0.3183, rec_loss 0.0270, lpips_loss 0.2048, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.3187, d_loss 0.4029, logits_real -0.0246, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[3230/20018] gen_loss 0.3130, rec_loss 0.0271, lpips_loss 0.2048, g_loss 0.0260, disc_weight 0.4000, disc_adaptive_weight 3.1157, d_loss 0.4029, logits_real -0.0247, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[3240/20018] gen_loss 0.3134, rec_loss 0.0267, lpips_loss 0.2042, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.1424, d_loss 0.4029, logits_real -0.0248, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3250/20018] gen_loss 0.3147, rec_loss 0.0263, lpips_loss 0.2037, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.2093, d_loss 0.4028, logits_real -0.0247, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3260/20018] gen_loss 0.3138, rec_loss 0.0264, lpips_loss 0.2030, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.1970, d_loss 0.4027, logits_real -0.0249, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3270/20018] gen_loss 0.3164, rec_loss 0.0260, lpips_loss 0.2028, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.2976, d_loss 0.4027, logits_real -0.0249, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3280/20018] gen_loss 0.3166, rec_loss 0.0265, lpips_loss 0.2030, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.2852, d_loss 0.4028, logits_real -0.0248, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3290/20018] gen_loss 0.3156, rec_loss 0.0261, lpips_loss 0.2008, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.3640, d_loss 0.4028, logits_real -0.0247, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[3300/20018] gen_loss 0.3201, rec_loss 0.0264, lpips_loss 0.2022, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.4735, d_loss 0.4028, logits_real -0.0249, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[3310/20018] gen_loss 0.3232, rec_loss 0.0263, lpips_loss 0.2008, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.6152, d_loss 0.4028, logits_real -0.0248, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[3320/20018] gen_loss 0.3223, rec_loss 0.0260, lpips_loss 0.2007, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.6100, d_loss 0.4028, logits_real -0.0249, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3330/20018] gen_loss 0.3220, rec_loss 0.0255, lpips_loss 0.2006, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.6178, d_loss 0.4027, logits_real -0.0250, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3340/20018] gen_loss 0.3236, rec_loss 0.0259, lpips_loss 0.2021, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.5850, d_loss 0.4027, logits_real -0.0251, logits_fake -0.0269,
Train Epoch: [1/5] Iters:[3350/20018] gen_loss 0.3202, rec_loss 0.0259, lpips_loss 0.2014, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.4662, d_loss 0.4027, logits_real -0.0252, logits_fake -0.0270,
Train Epoch: [1/5] Iters:[3360/20018] gen_loss 0.3143, rec_loss 0.0255, lpips_loss 0.2015, g_loss 0.0269, disc_weight 0.4000, disc_adaptive_weight 3.2436, d_loss 0.4027, logits_real -0.0254, logits_fake -0.0271,
Train Epoch: [1/5] Iters:[3370/20018] gen_loss 0.3141, rec_loss 0.0260, lpips_loss 0.2016, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.1979, d_loss 0.4026, logits_real -0.0254, logits_fake -0.0271,
Train Epoch: [1/5] Iters:[3380/20018] gen_loss 0.3123, rec_loss 0.0262, lpips_loss 0.2012, g_loss 0.0269, disc_weight 0.4000, disc_adaptive_weight 3.1534, d_loss 0.4026, logits_real -0.0253, logits_fake -0.0269,
Train Epoch: [1/5] Iters:[3390/20018] gen_loss 0.3070, rec_loss 0.0260, lpips_loss 0.2012, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.0057, d_loss 0.4026, logits_real -0.0248, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3400/20018] gen_loss 0.3073, rec_loss 0.0259, lpips_loss 0.2010, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.0580, d_loss 0.4026, logits_real -0.0245, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[3410/20018] gen_loss 0.3099, rec_loss 0.0262, lpips_loss 0.2018, g_loss 0.0258, disc_weight 0.4000, disc_adaptive_weight 3.1656, d_loss 0.4026, logits_real -0.0241, logits_fake -0.0257,
Train Epoch: [1/5] Iters:[3420/20018] gen_loss 0.3131, rec_loss 0.0264, lpips_loss 0.2030, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.3129, d_loss 0.4027, logits_real -0.0236, logits_fake -0.0251,
Train Epoch: [1/5] Iters:[3430/20018] gen_loss 0.3171, rec_loss 0.0263, lpips_loss 0.2021, g_loss 0.0250, disc_weight 0.4000, disc_adaptive_weight 3.5437, d_loss 0.4026, logits_real -0.0233, logits_fake -0.0250,
Train Epoch: [1/5] Iters:[3440/20018] gen_loss 0.3188, rec_loss 0.0270, lpips_loss 0.2030, g_loss 0.0249, disc_weight 0.4000, disc_adaptive_weight 3.5589, d_loss 0.4026, logits_real -0.0232, logits_fake -0.0249,
Train Epoch: [1/5] Iters:[3450/20018] gen_loss 0.3238, rec_loss 0.0273, lpips_loss 0.2039, g_loss 0.0249, disc_weight 0.4000, disc_adaptive_weight 3.6961, d_loss 0.4026, logits_real -0.0232, logits_fake -0.0247,
Train Epoch: [1/5] Iters:[3460/20018] gen_loss 0.3257, rec_loss 0.0270, lpips_loss 0.2028, g_loss 0.0253, disc_weight 0.4000, disc_adaptive_weight 3.7821, d_loss 0.4026, logits_real -0.0234, logits_fake -0.0249,
Train Epoch: [1/5] Iters:[3470/20018] gen_loss 0.3284, rec_loss 0.0275, lpips_loss 0.2026, g_loss 0.0255, disc_weight 0.4000, disc_adaptive_weight 3.8501, d_loss 0.4026, logits_real -0.0235, logits_fake -0.0251,
Train Epoch: [1/5] Iters:[3480/20018] gen_loss 0.3253, rec_loss 0.0274, lpips_loss 0.2034, g_loss 0.0254, disc_weight 0.4000, disc_adaptive_weight 3.7021, d_loss 0.4026, logits_real -0.0237, logits_fake -0.0250,
Train Epoch: [1/5] Iters:[3490/20018] gen_loss 0.3220, rec_loss 0.0273, lpips_loss 0.2030, g_loss 0.0253, disc_weight 0.4000, disc_adaptive_weight 3.5983, d_loss 0.4026, logits_real -0.0236, logits_fake -0.0250,
Train Epoch: [1/5] Iters:[3500/20018] gen_loss 0.3155, rec_loss 0.0266, lpips_loss 0.2015, g_loss 0.0253, disc_weight 0.4000, disc_adaptive_weight 3.4472, d_loss 0.4025, logits_real -0.0235, logits_fake -0.0250,
Train Epoch: [1/5] Iters:[3510/20018] gen_loss 0.3150, rec_loss 0.0272, lpips_loss 0.2029, g_loss 0.0252, disc_weight 0.4000, disc_adaptive_weight 3.3552, d_loss 0.4025, logits_real -0.0235, logits_fake -0.0251,
Train Epoch: [1/5] Iters:[3520/20018] gen_loss 0.3130, rec_loss 0.0267, lpips_loss 0.2027, g_loss 0.0254, disc_weight 0.4000, disc_adaptive_weight 3.2814, d_loss 0.4025, logits_real -0.0237, logits_fake -0.0253,
Train Epoch: [1/5] Iters:[3530/20018] gen_loss 0.3150, rec_loss 0.0268, lpips_loss 0.2027, g_loss 0.0257, disc_weight 0.4000, disc_adaptive_weight 3.3111, d_loss 0.4025, logits_real -0.0238, logits_fake -0.0257,
Train Epoch: [1/5] Iters:[3540/20018] gen_loss 0.3205, rec_loss 0.0268, lpips_loss 0.2021, g_loss 0.0261, disc_weight 0.4000, disc_adaptive_weight 3.4918, d_loss 0.4024, logits_real -0.0243, logits_fake -0.0261,
Train Epoch: [1/5] Iters:[3550/20018] gen_loss 0.3210, rec_loss 0.0271, lpips_loss 0.2027, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.4562, d_loss 0.4024, logits_real -0.0247, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[3560/20018] gen_loss 0.3205, rec_loss 0.0267, lpips_loss 0.2024, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.4461, d_loss 0.4024, logits_real -0.0248, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3570/20018] gen_loss 0.3174, rec_loss 0.0268, lpips_loss 0.2028, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.2835, d_loss 0.4025, logits_real -0.0249, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[3580/20018] gen_loss 0.3163, rec_loss 0.0274, lpips_loss 0.2043, g_loss 0.0269, disc_weight 0.4000, disc_adaptive_weight 3.1327, d_loss 0.4025, logits_real -0.0250, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3590/20018] gen_loss 0.3137, rec_loss 0.0273, lpips_loss 0.2051, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.0262, d_loss 0.4024, logits_real -0.0247, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[3600/20018] gen_loss 0.3136, rec_loss 0.0272, lpips_loss 0.2047, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.0439, d_loss 0.4024, logits_real -0.0245, logits_fake -0.0267,
