dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: ema_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-ema_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: ema_vq_refinement_False
saver_name_pre: ema_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -0.3434, rec_loss 0.0227, lpips_loss 0.2098, g_loss -0.1963, disc_weight 0.4000, disc_adaptive_weight 2.9271, d_loss 2.4128, logits_real 0.1960, logits_fake 0.1949,
Train Epoch: [1/5] Iters:[3700/20018] gen_loss 0.1004, rec_loss 0.0268, lpips_loss 0.2060, g_loss -0.0393, disc_weight 0.4000, disc_adaptive_weight 3.3671, d_loss 0.4028, logits_real 0.0405, logits_fake 0.0395,
Train Epoch: [1/5] Iters:[3710/20018] gen_loss 0.1124, rec_loss 0.0261, lpips_loss 0.2042, g_loss -0.0390, disc_weight 0.4000, disc_adaptive_weight 3.0158, d_loss 0.4026, logits_real 0.0404, logits_fake 0.0390,
Train Epoch: [1/5] Iters:[3720/20018] gen_loss 0.1092, rec_loss 0.0262, lpips_loss 0.2041, g_loss -0.0384, disc_weight 0.4000, disc_adaptive_weight 3.1512, d_loss 0.4026, logits_real 0.0401, logits_fake 0.0386,
Train Epoch: [1/5] Iters:[3730/20018] gen_loss 0.1139, rec_loss 0.0257, lpips_loss 0.2028, g_loss -0.0377, disc_weight 0.4000, disc_adaptive_weight 3.0387, d_loss 0.4026, logits_real 0.0395, logits_fake 0.0379,
Train Epoch: [1/5] Iters:[3740/20018] gen_loss 0.1127, rec_loss 0.0253, lpips_loss 0.2023, g_loss -0.0370, disc_weight 0.4000, disc_adaptive_weight 3.1013, d_loss 0.4026, logits_real 0.0387, logits_fake 0.0373,
Train Epoch: [1/5] Iters:[3750/20018] gen_loss 0.1125, rec_loss 0.0255, lpips_loss 0.2027, g_loss -0.0367, disc_weight 0.4000, disc_adaptive_weight 3.1526, d_loss 0.4026, logits_real 0.0384, logits_fake 0.0368,
Train Epoch: [1/5] Iters:[3760/20018] gen_loss 0.1129, rec_loss 0.0258, lpips_loss 0.2035, g_loss -0.0363, disc_weight 0.4000, disc_adaptive_weight 3.2006, d_loss 0.4027, logits_real 0.0378, logits_fake 0.0367,
Train Epoch: [1/5] Iters:[3770/20018] gen_loss 0.1135, rec_loss 0.0251, lpips_loss 0.2020, g_loss -0.0363, disc_weight 0.4000, disc_adaptive_weight 3.1296, d_loss 0.4027, logits_real 0.0375, logits_fake 0.0365,
Train Epoch: [1/5] Iters:[3780/20018] gen_loss 0.1081, rec_loss 0.0255, lpips_loss 0.2029, g_loss -0.0366, disc_weight 0.4000, disc_adaptive_weight 3.2773, d_loss 0.4026, logits_real 0.0378, logits_fake 0.0368,
Train Epoch: [1/5] Iters:[3790/20018] gen_loss 0.1084, rec_loss 0.0262, lpips_loss 0.2028, g_loss -0.0370, disc_weight 0.4000, disc_adaptive_weight 3.2620, d_loss 0.4026, logits_real 0.0382, logits_fake 0.0371,
Train Epoch: [1/5] Iters:[3800/20018] gen_loss 0.1073, rec_loss 0.0259, lpips_loss 0.2020, g_loss -0.0373, disc_weight 0.4000, disc_adaptive_weight 3.2269, d_loss 0.4026, logits_real 0.0384, logits_fake 0.0373,
Train Epoch: [1/5] Iters:[3810/20018] gen_loss 0.1018, rec_loss 0.0259, lpips_loss 0.2026, g_loss -0.0378, disc_weight 0.4000, disc_adaptive_weight 3.3495, d_loss 0.4025, logits_real 0.0390, logits_fake 0.0377,
Train Epoch: [1/5] Iters:[3820/20018] gen_loss 0.1067, rec_loss 0.0266, lpips_loss 0.2046, g_loss -0.0381, disc_weight 0.4000, disc_adaptive_weight 3.2596, d_loss 0.4025, logits_real 0.0396, logits_fake 0.0380,
Train Epoch: [1/5] Iters:[3830/20018] gen_loss 0.1055, rec_loss 0.0263, lpips_loss 0.2035, g_loss -0.0382, disc_weight 0.4000, disc_adaptive_weight 3.2485, d_loss 0.4025, logits_real 0.0394, logits_fake 0.0379,
Train Epoch: [1/5] Iters:[3840/20018] gen_loss 0.1077, rec_loss 0.0261, lpips_loss 0.2043, g_loss -0.0384, disc_weight 0.4000, disc_adaptive_weight 3.1897, d_loss 0.4025, logits_real 0.0395, logits_fake 0.0381,
Train Epoch: [1/5] Iters:[3850/20018] gen_loss 0.1105, rec_loss 0.0263, lpips_loss 0.2041, g_loss -0.0382, disc_weight 0.4000, disc_adaptive_weight 3.1306, d_loss 0.4025, logits_real 0.0393, logits_fake 0.0380,
Train Epoch: [1/5] Iters:[3860/20018] gen_loss 0.1114, rec_loss 0.0260, lpips_loss 0.2039, g_loss -0.0381, disc_weight 0.4000, disc_adaptive_weight 3.1139, d_loss 0.4025, logits_real 0.0391, logits_fake 0.0379,
Train Epoch: [1/5] Iters:[3870/20018] gen_loss 0.1111, rec_loss 0.0262, lpips_loss 0.2032, g_loss -0.0378, disc_weight 0.4000, disc_adaptive_weight 3.1278, d_loss 0.4025, logits_real 0.0388, logits_fake 0.0377,
Train Epoch: [1/5] Iters:[3880/20018] gen_loss 0.1136, rec_loss 0.0264, lpips_loss 0.2035, g_loss -0.0374, disc_weight 0.4000, disc_adaptive_weight 3.1119, d_loss 0.4025, logits_real 0.0387, logits_fake 0.0373,
Train Epoch: [1/5] Iters:[3890/20018] gen_loss 0.1088, rec_loss 0.0265, lpips_loss 0.2025, g_loss -0.0371, disc_weight 0.4000, disc_adaptive_weight 3.2405, d_loss 0.4024, logits_real 0.0385, logits_fake 0.0370,
Train Epoch: [1/5] Iters:[3900/20018] gen_loss 0.1108, rec_loss 0.0267, lpips_loss 0.2031, g_loss -0.0371, disc_weight 0.4000, disc_adaptive_weight 3.2087, d_loss 0.4024, logits_real 0.0386, logits_fake 0.0369,
Train Epoch: [1/5] Iters:[3910/20018] gen_loss 0.1094, rec_loss 0.0269, lpips_loss 0.2021, g_loss -0.0369, disc_weight 0.4000, disc_adaptive_weight 3.2405, d_loss 0.4024, logits_real 0.0384, logits_fake 0.0367,
Train Epoch: [1/5] Iters:[3920/20018] gen_loss 0.1123, rec_loss 0.0268, lpips_loss 0.2019, g_loss -0.0367, disc_weight 0.4000, disc_adaptive_weight 3.1743, d_loss 0.4023, logits_real 0.0383, logits_fake 0.0364,
Train Epoch: [1/5] Iters:[3930/20018] gen_loss 0.1117, rec_loss 0.0266, lpips_loss 0.2020, g_loss -0.0367, disc_weight 0.4000, disc_adaptive_weight 3.1927, d_loss 0.4023, logits_real 0.0383, logits_fake 0.0366,
Train Epoch: [1/5] Iters:[3940/20018] gen_loss 0.1122, rec_loss 0.0263, lpips_loss 0.2024, g_loss -0.0366, disc_weight 0.4000, disc_adaptive_weight 3.1863, d_loss 0.4023, logits_real 0.0383, logits_fake 0.0365,
Train Epoch: [1/5] Iters:[3950/20018] gen_loss 0.1075, rec_loss 0.0264, lpips_loss 0.2026, g_loss -0.0366, disc_weight 0.4000, disc_adaptive_weight 3.3273, d_loss 0.4023, logits_real 0.0381, logits_fake 0.0364,
Train Epoch: [1/5] Iters:[3960/20018] gen_loss 0.1104, rec_loss 0.0264, lpips_loss 0.2029, g_loss -0.0363, disc_weight 0.4000, disc_adaptive_weight 3.2797, d_loss 0.4023, logits_real 0.0379, logits_fake 0.0362,
Train Epoch: [1/5] Iters:[3970/20018] gen_loss 0.1049, rec_loss 0.0264, lpips_loss 0.2033, g_loss -0.0365, disc_weight 0.4000, disc_adaptive_weight 3.4262, d_loss 0.4023, logits_real 0.0377, logits_fake 0.0362,
Train Epoch: [1/5] Iters:[3980/20018] gen_loss 0.1010, rec_loss 0.0264, lpips_loss 0.2035, g_loss -0.0364, disc_weight 0.4000, disc_adaptive_weight 3.5444, d_loss 0.4023, logits_real 0.0377, logits_fake 0.0361,
Train Epoch: [1/5] Iters:[3990/20018] gen_loss 0.1004, rec_loss 0.0269, lpips_loss 0.2039, g_loss -0.0365, disc_weight 0.4000, disc_adaptive_weight 3.5707, d_loss 0.4023, logits_real 0.0377, logits_fake 0.0362,
Train Epoch: [1/5] Iters:[4000/20018] gen_loss 0.1022, rec_loss 0.0267, lpips_loss 0.2038, g_loss -0.0365, disc_weight 0.4000, disc_adaptive_weight 3.5180, d_loss 0.4022, logits_real 0.0378, logits_fake 0.0362,
Train Epoch: [1/5] Iters:[4010/20018] gen_loss 0.1029, rec_loss 0.0268, lpips_loss 0.2038, g_loss -0.0364, disc_weight 0.4000, disc_adaptive_weight 3.5014, d_loss 0.4022, logits_real 0.0377, logits_fake 0.0361,
Train Epoch: [1/5] Iters:[4020/20018] gen_loss 0.1032, rec_loss 0.0267, lpips_loss 0.2040, g_loss -0.0363, disc_weight 0.4000, disc_adaptive_weight 3.5108, d_loss 0.4022, logits_real 0.0376, logits_fake 0.0362,
Train Epoch: [1/5] Iters:[4030/20018] gen_loss 0.1098, rec_loss 0.0275, lpips_loss 0.2051, g_loss -0.0363, disc_weight 0.4000, disc_adaptive_weight 3.3803, d_loss 0.4022, logits_real 0.0376, logits_fake 0.0362,
Train Epoch: [1/5] Iters:[4040/20018] gen_loss 0.1094, rec_loss 0.0274, lpips_loss 0.2049, g_loss -0.0362, disc_weight 0.4000, disc_adaptive_weight 3.3882, d_loss 0.4022, logits_real 0.0374, logits_fake 0.0360,
Train Epoch: [1/5] Iters:[4050/20018] gen_loss 0.1098, rec_loss 0.0277, lpips_loss 0.2042, g_loss -0.0361, disc_weight 0.4000, disc_adaptive_weight 3.3832, d_loss 0.4022, logits_real 0.0373, logits_fake 0.0359,
Train Epoch: [1/5] Iters:[4060/20018] gen_loss 0.1131, rec_loss 0.0283, lpips_loss 0.2055, g_loss -0.0361, disc_weight 0.4000, disc_adaptive_weight 3.3444, d_loss 0.4023, logits_real 0.0373, logits_fake 0.0359,
Train Epoch: [1/5] Iters:[4070/20018] gen_loss 0.1167, rec_loss 0.0280, lpips_loss 0.2048, g_loss -0.0358, disc_weight 0.4000, disc_adaptive_weight 3.2406, d_loss 0.4023, logits_real 0.0371, logits_fake 0.0358,
Train Epoch: [1/5] Iters:[4080/20018] gen_loss 0.1205, rec_loss 0.0274, lpips_loss 0.2043, g_loss -0.0356, disc_weight 0.4000, disc_adaptive_weight 3.1223, d_loss 0.4023, logits_real 0.0369, logits_fake 0.0355,
Train Epoch: [1/5] Iters:[4090/20018] gen_loss 0.1246, rec_loss 0.0271, lpips_loss 0.2039, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 3.0376, d_loss 0.4023, logits_real 0.0366, logits_fake 0.0351,
Train Epoch: [1/5] Iters:[4100/20018] gen_loss 0.1272, rec_loss 0.0269, lpips_loss 0.2054, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 3.0120, d_loss 0.4023, logits_real 0.0366, logits_fake 0.0352,
Train Epoch: [1/5] Iters:[4110/20018] gen_loss 0.1241, rec_loss 0.0265, lpips_loss 0.2038, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 3.0277, d_loss 0.4022, logits_real 0.0366, logits_fake 0.0352,
Train Epoch: [1/5] Iters:[4120/20018] gen_loss 0.1222, rec_loss 0.0263, lpips_loss 0.2034, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 3.0686, d_loss 0.4022, logits_real 0.0367, logits_fake 0.0351,
Train Epoch: [1/5] Iters:[4130/20018] gen_loss 0.1203, rec_loss 0.0259, lpips_loss 0.2027, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 3.0959, d_loss 0.4021, logits_real 0.0368, logits_fake 0.0351,
Train Epoch: [1/5] Iters:[4140/20018] gen_loss 0.1187, rec_loss 0.0258, lpips_loss 0.2029, g_loss -0.0353, disc_weight 0.4000, disc_adaptive_weight 3.1235, d_loss 0.4021, logits_real 0.0368, logits_fake 0.0354,
Train Epoch: [1/5] Iters:[4150/20018] gen_loss 0.1154, rec_loss 0.0256, lpips_loss 0.2026, g_loss -0.0351, disc_weight 0.4000, disc_adaptive_weight 3.2148, d_loss 0.4021, logits_real 0.0368, logits_fake 0.0352,
Train Epoch: [1/5] Iters:[4160/20018] gen_loss 0.1168, rec_loss 0.0259, lpips_loss 0.2029, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 3.2178, d_loss 0.4021, logits_real 0.0368, logits_fake 0.0352,
Train Epoch: [1/5] Iters:[4170/20018] gen_loss 0.1158, rec_loss 0.0260, lpips_loss 0.2027, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 3.2638, d_loss 0.4021, logits_real 0.0366, logits_fake 0.0349,
Train Epoch: [1/5] Iters:[4180/20018] gen_loss 0.1171, rec_loss 0.0259, lpips_loss 0.2033, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 3.2512, d_loss 0.4021, logits_real 0.0365, logits_fake 0.0348,
Train Epoch: [1/5] Iters:[4190/20018] gen_loss 0.1190, rec_loss 0.0261, lpips_loss 0.2030, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 3.2146, d_loss 0.4021, logits_real 0.0363, logits_fake 0.0346,
Train Epoch: [1/5] Iters:[4200/20018] gen_loss 0.1127, rec_loss 0.0264, lpips_loss 0.2028, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 3.4052, d_loss 0.4021, logits_real 0.0361, logits_fake 0.0345,
Train Epoch: [1/5] Iters:[4210/20018] gen_loss 0.1082, rec_loss 0.0262, lpips_loss 0.2027, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 3.5443, d_loss 0.4021, logits_real 0.0358, logits_fake 0.0344,
Train Epoch: [1/5] Iters:[4220/20018] gen_loss 0.1066, rec_loss 0.0264, lpips_loss 0.2033, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 3.6070, d_loss 0.4022, logits_real 0.0358, logits_fake 0.0345,
Train Epoch: [1/5] Iters:[4230/20018] gen_loss 0.1010, rec_loss 0.0267, lpips_loss 0.2019, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 3.7370, d_loss 0.4021, logits_real 0.0358, logits_fake 0.0344,
Train Epoch: [1/5] Iters:[4240/20018] gen_loss 0.0996, rec_loss 0.0269, lpips_loss 0.2025, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 3.7807, d_loss 0.4021, logits_real 0.0359, logits_fake 0.0345,
Train Epoch: [1/5] Iters:[4250/20018] gen_loss 0.1046, rec_loss 0.0270, lpips_loss 0.2023, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 3.6228, d_loss 0.4022, logits_real 0.0361, logits_fake 0.0347,
Train Epoch: [1/5] Iters:[4260/20018] gen_loss 0.1092, rec_loss 0.0268, lpips_loss 0.2032, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 3.5037, d_loss 0.4021, logits_real 0.0361, logits_fake 0.0346,
Train Epoch: [1/5] Iters:[4270/20018] gen_loss 0.1101, rec_loss 0.0271, lpips_loss 0.2022, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 3.4488, d_loss 0.4021, logits_real 0.0362, logits_fake 0.0347,
Train Epoch: [1/5] Iters:[4280/20018] gen_loss 0.1125, rec_loss 0.0270, lpips_loss 0.2036, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 3.4321, d_loss 0.4020, logits_real 0.0363, logits_fake 0.0347,
Train Epoch: [1/5] Iters:[4290/20018] gen_loss 0.1142, rec_loss 0.0269, lpips_loss 0.2036, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 3.4054, d_loss 0.4021, logits_real 0.0359, logits_fake 0.0345,
Train Epoch: [1/5] Iters:[4300/20018] gen_loss 0.1190, rec_loss 0.0266, lpips_loss 0.2034, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 3.2778, d_loss 0.4020, logits_real 0.0356, logits_fake 0.0342,
Train Epoch: [1/5] Iters:[4310/20018] gen_loss 0.1192, rec_loss 0.0267, lpips_loss 0.2030, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 3.2890, d_loss 0.4021, logits_real 0.0354, logits_fake 0.0341,
Train Epoch: [1/5] Iters:[4320/20018] gen_loss 0.1196, rec_loss 0.0267, lpips_loss 0.2039, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 3.3219, d_loss 0.4021, logits_real 0.0352, logits_fake 0.0340,
Train Epoch: [1/5] Iters:[4330/20018] gen_loss 0.1194, rec_loss 0.0265, lpips_loss 0.2029, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 3.3004, d_loss 0.4021, logits_real 0.0349, logits_fake 0.0338,
Train Epoch: [1/5] Iters:[4340/20018] gen_loss 0.1193, rec_loss 0.0260, lpips_loss 0.2014, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 3.2649, d_loss 0.4020, logits_real 0.0349, logits_fake 0.0334,
Train Epoch: [1/5] Iters:[4350/20018] gen_loss 0.1180, rec_loss 0.0259, lpips_loss 0.2022, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 3.3336, d_loss 0.4020, logits_real 0.0347, logits_fake 0.0332,
Train Epoch: [1/5] Iters:[4360/20018] gen_loss 0.1208, rec_loss 0.0260, lpips_loss 0.2031, g_loss -0.0328, disc_weight 0.4000, disc_adaptive_weight 3.2964, d_loss 0.4019, logits_real 0.0346, logits_fake 0.0328,
Train Epoch: [1/5] Iters:[4370/20018] gen_loss 0.1238, rec_loss 0.0259, lpips_loss 0.2026, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 3.2276, d_loss 0.4019, logits_real 0.0342, logits_fake 0.0325,
Train Epoch: [1/5] Iters:[4380/20018] gen_loss 0.1266, rec_loss 0.0263, lpips_loss 0.2034, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 3.2030, d_loss 0.4019, logits_real 0.0340, logits_fake 0.0324,
Train Epoch: [1/5] Iters:[4390/20018] gen_loss 0.1243, rec_loss 0.0268, lpips_loss 0.2047, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 3.2963, d_loss 0.4019, logits_real 0.0341, logits_fake 0.0325,
Train Epoch: [1/5] Iters:[4400/20018] gen_loss 0.1254, rec_loss 0.0264, lpips_loss 0.2034, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 3.2053, d_loss 0.4019, logits_real 0.0345, logits_fake 0.0328,
Train Epoch: [1/5] Iters:[4410/20018] gen_loss 0.1228, rec_loss 0.0259, lpips_loss 0.2020, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 3.2235, d_loss 0.4019, logits_real 0.0345, logits_fake 0.0328,
Train Epoch: [1/5] Iters:[4420/20018] gen_loss 0.1252, rec_loss 0.0254, lpips_loss 0.2025, g_loss -0.0328, disc_weight 0.4000, disc_adaptive_weight 3.1399, d_loss 0.4019, logits_real 0.0346, logits_fake 0.0329,
Train Epoch: [1/5] Iters:[4430/20018] gen_loss 0.1264, rec_loss 0.0252, lpips_loss 0.2019, g_loss -0.0328, disc_weight 0.4000, disc_adaptive_weight 3.0721, d_loss 0.4019, logits_real 0.0346, logits_fake 0.0328,
Train Epoch: [1/5] Iters:[4440/20018] gen_loss 0.1275, rec_loss 0.0249, lpips_loss 0.2014, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 3.0505, d_loss 0.4019, logits_real 0.0342, logits_fake 0.0326,
Train Epoch: [1/5] Iters:[4450/20018] gen_loss 0.1278, rec_loss 0.0256, lpips_loss 0.2028, g_loss -0.0321, disc_weight 0.4000, disc_adaptive_weight 3.1390, d_loss 0.4019, logits_real 0.0338, logits_fake 0.0321,
Train Epoch: [1/5] Iters:[4460/20018] gen_loss 0.1262, rec_loss 0.0258, lpips_loss 0.2035, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 3.2272, d_loss 0.4018, logits_real 0.0336, logits_fake 0.0320,
Train Epoch: [1/5] Iters:[4470/20018] gen_loss 0.1240, rec_loss 0.0263, lpips_loss 0.2029, g_loss -0.0318, disc_weight 0.4000, disc_adaptive_weight 3.3144, d_loss 0.4018, logits_real 0.0336, logits_fake 0.0320,
Train Epoch: [1/5] Iters:[4480/20018] gen_loss 0.1266, rec_loss 0.0266, lpips_loss 0.2037, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 3.2771, d_loss 0.4018, logits_real 0.0335, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4490/20018] gen_loss 0.1304, rec_loss 0.0267, lpips_loss 0.2041, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 3.1777, d_loss 0.4018, logits_real 0.0336, logits_fake 0.0318,
Train Epoch: [1/5] Iters:[4500/20018] gen_loss 0.1292, rec_loss 0.0264, lpips_loss 0.2029, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 3.1669, d_loss 0.4018, logits_real 0.0337, logits_fake 0.0320,
Train Epoch: [1/5] Iters:[4510/20018] gen_loss 0.1327, rec_loss 0.0262, lpips_loss 0.2026, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 3.0378, d_loss 0.4018, logits_real 0.0337, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4520/20018] gen_loss 0.1360, rec_loss 0.0257, lpips_loss 0.2025, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 2.9084, d_loss 0.4018, logits_real 0.0335, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4530/20018] gen_loss 0.1325, rec_loss 0.0251, lpips_loss 0.2021, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 2.9927, d_loss 0.4017, logits_real 0.0336, logits_fake 0.0317,
Train Epoch: [1/5] Iters:[4540/20018] gen_loss 0.1297, rec_loss 0.0255, lpips_loss 0.2022, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 3.0774, d_loss 0.4017, logits_real 0.0337, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4550/20018] gen_loss 0.1295, rec_loss 0.0257, lpips_loss 0.2033, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 3.1071, d_loss 0.4018, logits_real 0.0339, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4560/20018] gen_loss 0.1289, rec_loss 0.0263, lpips_loss 0.2036, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 3.1521, d_loss 0.4018, logits_real 0.0339, logits_fake 0.0321,
Train Epoch: [1/5] Iters:[4570/20018] gen_loss 0.1247, rec_loss 0.0267, lpips_loss 0.2047, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 3.3041, d_loss 0.4018, logits_real 0.0339, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4580/20018] gen_loss 0.1220, rec_loss 0.0272, lpips_loss 0.2053, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 3.4200, d_loss 0.4018, logits_real 0.0339, logits_fake 0.0319,
Train Epoch: [1/5] Iters:[4590/20018] gen_loss 0.1186, rec_loss 0.0272, lpips_loss 0.2045, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 3.4948, d_loss 0.4018, logits_real 0.0338, logits_fake 0.0320,
Train Epoch: [1/5] Iters:[4600/20018] gen_loss 0.1186, rec_loss 0.0268, lpips_loss 0.2039, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 3.4537, d_loss 0.4018, logits_real 0.0338, logits_fake 0.0321,
Train Epoch: [1/5] Iters:[4610/20018] gen_loss 0.1184, rec_loss 0.0264, lpips_loss 0.2036, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 3.4092, d_loss 0.4018, logits_real 0.0339, logits_fake 0.0323,
Train Epoch: [1/5] Iters:[4620/20018] gen_loss 0.1222, rec_loss 0.0260, lpips_loss 0.2031, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 3.2671, d_loss 0.4017, logits_real 0.0343, logits_fake 0.0327,
Train Epoch: [1/5] Iters:[4630/20018] gen_loss 0.1241, rec_loss 0.0261, lpips_loss 0.2035, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 3.2023, d_loss 0.4017, logits_real 0.0346, logits_fake 0.0329,
Train Epoch: [1/5] Iters:[4640/20018] gen_loss 0.1218, rec_loss 0.0257, lpips_loss 0.2030, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 3.2676, d_loss 0.4017, logits_real 0.0345, logits_fake 0.0326,
Train Epoch: [1/5] Iters:[4650/20018] gen_loss 0.1174, rec_loss 0.0255, lpips_loss 0.2019, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 3.3790, d_loss 0.4017, logits_real 0.0343, logits_fake 0.0325,
Train Epoch: [1/5] Iters:[4660/20018] gen_loss 0.1161, rec_loss 0.0259, lpips_loss 0.2022, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 3.4728, d_loss 0.4017, logits_real 0.0340, logits_fake 0.0323,
Train Epoch: [1/5] Iters:[4670/20018] gen_loss 0.1153, rec_loss 0.0264, lpips_loss 0.2024, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 3.5145, d_loss 0.4018, logits_real 0.0337, logits_fake 0.0322,
Train Epoch: [1/5] Iters:[4680/20018] gen_loss 0.1129, rec_loss 0.0264, lpips_loss 0.2017, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 3.5771, d_loss 0.4019, logits_real 0.0333, logits_fake 0.0322,
